cluster,label,n_member_names,n_reps,reps,cov_Hybrid-Manual,cov_Hybrid-Full,cov_GPT-Law,cov_GPT-Free,members
520,סך הכנסות ממכירת קנבוס,1,1,Hybrid-Manual,1,0,0,0,סך_הכנסות_ממכירת_קנבוס
127,סך התמורה בעסקה הראשונה,2,1,Hybrid-Manual,1,0,0,0,סך_התמורה_בעסקה_הראשונה ; סך_התמורה_בעסקה_השנייה
297,סך התשלום בעסקה הראשונה,2,1,Hybrid-Full,0,1,0,0,סך_התשלום_בעסקה_הראשונה ; סך_התשלום_בעסקה_השנייה
1358,סך התשלום לנאשם,1,1,Hybrid-Manual,1,0,0,0,סך_התשלום_לנאשם
1276,סך_כל_הכמות_בגרמים,1,1,GPT-Free,0,0,0,1,סך_כל_הכמות_בגרמים
1145,סך_כל_התמורה_הכספית,1,1,GPT-Free,0,0,0,1,סך_כל_התמורה_הכספית
1297,סך כל כמות סמים מסוג קנאביס,1,1,Hybrid-Full,0,1,0,0,סך_כל_כמות_סמים_מסוג_קנאביס
585,סך_כללי_כמות_גרם,1,1,GPT-Law,0,0,1,0,סך_כללי_כמות_גרם
1318,סך עבירות החזקת סמים שלא לצריכה עצמית,1,1,Hybrid-Full,0,1,0,0,סך_עבירות_החזקת_סמים_שלא_לצריכה_עצמית
658,"סך עבירות יבוא, יצוא וסחר",1,1,Hybrid-Full,0,1,0,0,"סך_עבירות_יבוא,_יצוא_וסחר"
119,סך עבירות נהיגה ללא ביטוח,2,1,Hybrid-Full,0,1,0,0,סך_עבירות_נהיגה_ללא_ביטוח ; סך_עבירות_נהיגה_ללא_רישיון
1194,סך עבירות נהיגה תחת השפעת סמים,1,1,Hybrid-Full,0,1,0,0,סך_עבירות_נהיגה_תחת_השפעת_סמים
503,סך_עסקאות_מתועדות,1,1,GPT-Law,0,0,1,0,סך_עסקאות_מתועדות
1319,סך שווי הסם,1,1,Hybrid-Manual,1,0,0,0,סך_שווי_הסם
1478,סכום הכסף למימון הליך יבוא,1,1,Hybrid-Full,0,1,0,0,סכום_הכסף_למימון_הליך_יבוא
1398,סכום_העסקה_בכל_פעם,1,1,GPT-Free,0,0,0,1,סכום_העסקה_בכל_פעם
859,סכום_העסקה_שניסתה_להתבצע,1,1,GPT-Law,0,0,1,0,סכום_העסקה_שניסתה_להתבצע
259,סכום התמורה במקרה השני,1,1,Hybrid-Manual,1,0,0,0,סכום_התמורה_במקרה_השני
594,סכום כולל שהתקבל ממכירות,1,1,GPT-Free,0,0,0,1,סכום_כולל_שהתקבל_ממכירות
1255,סכום כסף נמצא בחיפוש,1,1,Hybrid-Manual,1,0,0,0,סכום_כסף_נמצא_בחיפוש
694,סכום כסף שנתפס,1,1,GPT-Free,0,0,0,1,סכום_כסף_שנתפס
821,סכום כספי מועבר,1,1,Hybrid-Manual,1,0,0,0,סכום_כספי_מועבר
629,סכום כספי צפוי לתשלום לנאשם,1,1,Hybrid-Manual,1,0,0,0,סכום_כספי_צפוי_לתשלום_לנאשם
715,סכום_כספי_שהתקבל_מסחר,1,1,GPT-Law,0,0,1,0,סכום_כספי_שהתקבל_מסחר
424,סכום עסקה נוספת בים המלח,1,1,Hybrid-Full,0,1,0,0,סכום_עסקה_נוספת_בים_המלח
532,סכום עסקה נוספת ברחוב שמעון,1,1,Hybrid-Full,0,1,0,0,סכום_עסקה_נוספת_ברחוב_שמעון
1005,סכום עסקה קטאמין,1,1,Hybrid-Manual,1,0,0,0,סכום_עסקה_קטאמין
735,סכום עסקת הסם,1,1,GPT-Free,0,0,0,1,סכום_עסקת_הסם
749,סכום רכישת הרכוש הגנוב,1,1,GPT-Free,0,0,0,1,סכום_רכישת_הרכוש_הגנוב
523,סכום רכישת קטנוע,1,1,Hybrid-Manual,1,0,0,0,סכום_רכישת_קטנוע
1298,סכום_שהועבר_למימון_העבירה,1,1,GPT-Law,0,0,1,0,סכום_שהועבר_למימון_העבירה
228,סכום_תגמול_מובטח_לנאשם,2,1,GPT-Law,0,0,1,0,סכום_תגמול_מובטח_לנאשם ; סכום_תגמול_מובטח_לנאשם_אחר
710,סכום_תמורה_משוער,1,1,GPT-Law,0,0,1,0,סכום_תמורה_משוער
1174,סכום תמורת הסם,1,1,Hybrid-Full,0,1,0,0,סכום_תמורת_הסם
596,סכומי כסף שהועברו,1,1,GPT-Free,0,0,0,1,סכומי_כסף_שהועברו
734,סם_מסוכן,1,1,GPT-Law,0,0,1,0,סם_מסוכן
1116,סעיפים רלוונטיים,1,1,Hybrid-Manual,1,0,0,0,סעיפים_רלוונטיים
857,עבור_אחרים,1,1,GPT-Law,0,0,1,0,עבור_אחרים
296,עבור_מי_בוצעה_העבירה,1,1,GPT-Free,0,0,0,1,עבור_מי_בוצעה_העבירה
725,עבירה_ראשית,1,1,GPT-Law,0,0,1,0,עבירה_ראשית
726,עבירות_מדויקות,1,1,GPT-Free,0,0,0,1,עבירות_מדויקות
1074,עבירות סחר בסמים,1,1,GPT-Free,0,0,0,1,עבירות_סחר_בסמים
837,עבירות שיוחסו לנאשם,1,1,GPT-Free,0,0,0,1,עבירות_שיוחסו_לנאשם
689,עבירת נטילת חשמל,1,1,Hybrid-Full,0,1,0,0,עבירת_נטילת_חשמל
416,עיר,1,1,GPT-Law,0,0,1,0,עיר
599,עלות החשמל שנגנב,1,1,GPT-Free,0,0,0,1,עלות_החשמל_שנגנב
103,עמלת_תיווך_עסקה_ראשונה_שקלים,2,1,GPT-Law,0,0,1,0,עמלת_תיווך_עסקה_ראשונה_שקלים ; עמלת_תיווך_עסקה_שניה_שקלים
604,ערך שוקי של הסם,1,1,Hybrid-Full,0,1,0,0,ערך_שוקי_של_הסם
1416,פיזור גאוגרפי,1,1,GPT-Free,0,0,0,1,פיזור_גאוגרפי
462,פיזור_הסמים,1,1,GPT-Law,0,0,1,0,פיזור_הסמים
1368,פיזור_סם_לייבוש,1,1,GPT-Law,0,0,1,0,פיזור_סם_לייבוש
481,פיצול המחסן,1,1,GPT-Free,0,0,0,1,פיצול_המחסן
580,פיקוח משטרתי,1,1,Hybrid-Full,0,1,0,0,פיקוח_משטרתי
660,פירוט_כמויות_לפי_אישום,1,1,GPT-Law,0,0,1,0,פירוט_כמויות_לפי_אישום
1232,פירוט_כמות_MDMA,1,1,GPT-Free,0,0,0,1,פירוט_כמות_MDMA
432,פירוט_כמות_קנבוס,1,1,GPT-Free,0,0,0,1,פירוט_כמות_קנבוס
551,פירוט_עסקאות,1,1,GPT-Law,0,0,1,0,פירוט_עסקאות
197,פירוט_תמורה_לפי_אישום,1,1,GPT-Law,0,0,1,0,פירוט_תמורה_לפי_אישום
1251,פלטפורמת_ביצוע,1,1,GPT-Law,0,0,1,0,פלטפורמת_ביצוע
966,פלטפורמת מכירה,1,1,Hybrid-Full,0,1,0,0,פלטפורמת_מכירה
1001,פלטפורמת מסחר,1,1,Hybrid-Manual,1,0,0,0,פלטפורמת_מסחר
429,פלטפורמת תקשורת,1,1,Hybrid-Manual,1,0,0,0,פלטפורמת_תקשורת
502,פניות לחברת שילוח,1,1,GPT-Free,0,0,0,1,פניות_לחברת_שילוח
407,פנייה לאדם אחר לצורך רכישת רכוש גנוב,1,1,GPT-Free,0,0,0,1,פנייה_לאדם_אחר_לצורך_רכישת_רכוש_גנוב
738,פסילת רישיון,1,1,Hybrid-Full,0,1,0,0,פסילת_רישיון
459,פעולות הנאשם,1,1,Hybrid-Full,0,1,0,0,פעולות_הנאשם
946,פעולת חקירה,1,1,Hybrid-Full,0,1,0,0,פעולת_חקירה
420,פעילות סוכן סמוי,1,1,Hybrid-Manual,1,0,0,0,פעילות_סוכן_סמוי
1102,פרטי_האדם_במצוקה,1,1,GPT-Law,0,0,1,0,פרטי_האדם_במצוקה
1157,פרטי ההודאה,1,1,Hybrid-Full,0,1,0,0,פרטי_ההודאה
1186,פרטי החבילה,1,1,Hybrid-Full,0,1,0,0,פרטי_החבילה
1050,פרטי החזקה,1,1,Hybrid-Full,0,1,0,0,פרטי_החזקה
1246,פרטי_המשלוח,1,1,GPT-Free,0,0,0,1,פרטי_המשלוח
1462,פרטי זיהוי של הסוחרים,1,1,Hybrid-Manual,1,0,0,0,פרטי_זיהוי_של_הסוחרים
1164,פרטי זיהוי שנשלחו,1,1,Hybrid-Manual,1,0,0,0,פרטי_זיהוי_שנשלחו
571,פרטי חיפוש,1,1,Hybrid-Full,0,1,0,0,פרטי_חיפוש
1423,פרטי עסקה ראשונה,1,1,GPT-Free,0,0,0,1,פרטי_עסקה_ראשונה
1178,ציוד נוסף,1,1,Hybrid-Full,0,1,0,0,ציוד_נוסף
1094,ציוד_נלווה,1,1,GPT-Law,0,0,1,0,ציוד_נלווה
1177,צריכת_סם_בפועל,1,1,GPT-Free,0,0,0,1,צריכת_סם_בפועל
844,קבוצות_טלגראם_מעורבות,1,1,GPT-Law,0,0,1,0,קבוצות_טלגראם_מעורבות
380,קבלת החבילה,1,1,GPT-Free,0,0,0,1,קבלת_החבילה
770,קורבנות_איומים,1,1,GPT-Law,0,0,1,0,קורבנות_איומים
1439,קושי בציטוט שיחות,1,1,Hybrid-Manual,1,0,0,0,קושי_בציטוט_שיחות
332,קטין_מעורב,1,1,GPT-Law,0,0,1,0,קטין_מעורב
460,קרבה_בין_המעורבים,1,1,GPT-Free,0,0,0,1,קרבה_בין_המעורבים
371,קרבה_משפחתית,1,1,GPT-Law,0,0,1,0,קרבה_משפחתית
728,קשר_לנאשם_נוסף,1,1,GPT-Law,0,0,1,0,קשר_לנאשם_נוסף
836,קשר_לסוכן_משטרתי,1,1,GPT-Law,0,0,1,0,קשר_לסוכן_משטרתי
468,"קשר עם גורמים בחו""ל",1,1,GPT-Free,0,0,0,1,קשר_עם_גורמים_בחול
795,קשר_עם_שולח,1,1,GPT-Law,0,0,1,0,קשר_עם_שולח
472,קשר_פלילי_מוקדם,1,1,GPT-Law,0,0,1,0,קשר_פלילי_מוקדם
410,קשר_קודם_עם_הקורבן,1,1,GPT-Free,0,0,0,1,קשר_קודם_עם_הקורבן
686,רווח לנאשם בעסקאות,1,1,GPT-Free,0,0,0,1,רווח_לנאשם_בעסקאות
1247,רווח מהעסקה,1,1,Hybrid-Manual,1,0,0,0,רווח_מהעסקה
787,רווח_נאשם_עסקה_ראשונה_שקלים,1,1,GPT-Law,0,0,1,0,רווח_נאשם_עסקה_ראשונה_שקלים
661,ריבוי_הזדמנויות,1,1,GPT-Law,0,0,1,0,ריבוי_הזדמנויות
304,ריבוי_עבירות,1,1,GPT-Free,0,0,0,1,ריבוי_עבירות
1063,רישיון_להחזקת_סם,1,1,GPT-Free,0,0,0,1,רישיון_להחזקת_סם
516,רישיון_מהמנהל,1,1,GPT-Law,0,0,1,0,רישיון_מהמנהל
635,רכב לביצוע העסקאות,1,1,Hybrid-Full,0,1,0,0,רכב_לביצוע_העסקאות
611,רכב_מעורב,1,1,GPT-Free,0,0,0,1,רכב_מעורב
1051,רכוש גנוב,1,1,GPT-Free,0,0,0,1,רכוש_גנוב
455,רכישת_הסם,1,1,GPT-Free,0,0,0,1,רכישת_הסם
823,רכישת_ציוד,1,1,GPT-Law,0,0,1,0,רכישת_ציוד
486,רכישת קטנוע גנוב,1,1,GPT-Free,0,0,0,1,רכישת_קטנוע_גנוב
701,רכישת_שתילים,1,1,GPT-Law,0,0,1,0,רכישת_שתילים
431,רקע_לפסילה,1,1,GPT-Law,0,0,1,0,רקע_לפסילה
655,שווי_הנזק_הכספי,1,1,GPT-Law,0,0,1,0,שווי_הנזק_הכספי
906,שווי_הסם_הנטען,1,1,GPT-Law,0,0,1,0,שווי_הסם_הנטען
707,שווי_הציוד_בשקלים,1,1,GPT-Law,0,0,1,0,שווי_הציוד_בשקלים
195,שווי כספי בעסקאות,1,1,GPT-Free,0,0,0,1,שווי_כספי_בעסקאות
251,שווי כספי מוערך של הסם המרכזי,1,1,GPT-Free,0,0,0,1,שווי_כספי_מוערך_של_הסם_המרכזי
524,שווי סם במעבדה,1,1,Hybrid-Full,0,1,0,0,שווי_סם_במעבדה
1158,שווי סם לקילוגרם,1,1,GPT-Free,0,0,0,1,שווי_סם_לקילוגרם
305,שווי קנבוס מוכן להפצה,1,1,Hybrid-Manual,1,0,0,0,שווי_קנבוס_מוכן_להפצה
1424,שופט,1,1,Hybrid-Full,0,1,0,0,שופט
1201,שותף לעבירה,1,1,Hybrid-Full,0,1,0,0,שותף_לעבירה
698,שותפה לדירה,1,1,Hybrid-Manual,1,0,0,0,שותפה_לדירה
469,שותפים בבעלות,1,1,Hybrid-Manual,1,0,0,0,שותפים_בבעלות
1115,שותפים_לביצוע,1,1,GPT-Free,0,0,0,1,שותפים_לביצוע
411,שותפים_נוספים,1,1,GPT-Free,0,0,0,1,שותפים_נוספים
151,שיוך לנאשם,1,1,GPT-Free,0,0,0,1,שיוך_לנאשם
379,שיטות הכנה,1,1,Hybrid-Full,0,1,0,0,שיטות_הכנה
854,שיטת איסוף,1,1,Hybrid-Manual,1,0,0,0,שיטת_איסוף
99,שיטת_ביצוע_העסקה_ראשונה,2,1,GPT-Free,0,0,0,1,שיטת_ביצוע_העסקה_ראשונה ; שיטת_ביצוע_העסקה_שנייה
1003,שיטת גניבת חשמל,1,1,GPT-Free,0,0,0,1,שיטת_גניבת_חשמל
508,שיטת האספקה,1,1,Hybrid-Manual,1,0,0,0,שיטת_האספקה
1290,שיטת ההחבאה,1,1,Hybrid-Full,0,1,0,0,שיטת_ההחבאה
1392,שיטת הטמנה,1,1,Hybrid-Full,0,1,0,0,שיטת_הטמנה
219,שיטת העברה,1,1,Hybrid-Manual,1,0,0,0,שיטת_העברה
1000,שיטת_העברה_בינלאומית,1,1,GPT-Law,0,0,1,0,שיטת_העברה_בינלאומית
1071,שיטת השליחה,1,1,Hybrid-Full,0,1,0,0,שיטת_השליחה
163,שיטת התקשורת במכירה הראשונה,2,1,Hybrid-Manual,1,0,0,0,שיטת_התקשורת_במכירה_הראשונה ; שיטת_התקשורת_במכירה_השנייה
1388,שיטת זיוף,1,1,Hybrid-Full,0,1,0,0,שיטת_זיוף
230,שיטת משלוח,1,1,Hybrid-Manual,1,0,0,0,שיטת_משלוח
476,שיטת צריכה,1,1,Hybrid-Manual,1,0,0,0,שיטת_צריכה
916,שיטת קיבוע התא הייעודי,1,1,Hybrid-Manual,1,0,0,0,שיטת_קיבוע_התא_הייעודי
505,שיטת קשר עם הסוכן,1,1,Hybrid-Manual,1,0,0,0,שיטת_קשר_עם_הסוכן
1124,שיטת תקשורת בין הנאשם לשותף,1,1,Hybrid-Manual,1,0,0,0,שיטת_תקשורת_בין_הנאשם_לשותף
838,שימוש ב-SMS,1,1,Hybrid-Manual,1,0,0,0,שימוש_ב_SMS
39,שימוש באדם שלישי,2,1,GPT-Free,0,0,0,1,שימוש_באדם_שלישי ; שימוש_בפרטי_אדם_אחר
723,שימוש_באמצעי_טכנולוגי_לסודיות,1,1,GPT-Law,0,0,1,0,שימוש_באמצעי_טכנולוגי_לסודיות
873,שימוש_באמצעים_דיגיטליים,1,1,GPT-Law,0,0,1,0,שימוש_באמצעים_דיגיטליים
1169,שימוש_באפליקציה_לסחר,1,1,GPT-Law,0,0,1,0,שימוש_באפליקציה_לסחר
317,שימוש באפליקציית אינסטגרם,1,1,Hybrid-Manual,1,0,0,0,שימוש_באפליקציית_אינסטגרם
584,שימוש באפליקציית ווטסאפ,1,1,Hybrid-Manual,1,0,0,0,שימוש_באפליקציית_ווטסאפ
381,שימוש בדירה,1,1,GPT-Free,0,0,0,1,שימוש_בדירה
625,שימוש בחשמל שלא כדין,1,1,Hybrid-Full,0,1,0,0,שימוש_בחשמל_שלא_כדין
600,שימוש בטכנולוגיה לביצוע העבירה,1,1,Hybrid-Manual,1,0,0,0,שימוש_בטכנולוגיה_לביצוע_העבירה
419,שימוש_בייפוי_כוח_מזויף,1,1,GPT-Free,0,0,0,1,שימוש_בייפוי_כוח_מזויף
957,שימוש_ביריעות_ניילון_ונייר_דבק,1,1,GPT-Law,0,0,1,0,שימוש_ביריעות_ניילון_ונייר_דבק
261,שימוש בישומון טלגראם,1,1,Hybrid-Manual,1,0,0,0,שימוש_בישומון_טלגראם
826,שימוש_בכלי_מיוחד,1,1,GPT-Law,0,0,1,0,שימוש_בכלי_מיוחד
630,שימוש_בכלים,1,1,GPT-Free,0,0,0,1,שימוש_בכלים
234,שימוש בכסף מזומן,1,1,GPT-Free,0,0,0,1,שימוש_בכסף_מזומן
587,שימוש בכרטיס אשראי נטען,1,1,GPT-Free,0,0,0,1,שימוש_בכרטיס_אשראי_נטען
239,שימוש_במעבדה_לגידול,1,1,GPT-Law,0,0,1,0,שימוש_במעבדה_לגידול
401,שימוש_במתווך,1,1,GPT-Law,0,0,1,0,שימוש_במתווך
497,שימוש_בסוכנים_סמויים,1,1,GPT-Free,0,0,0,1,שימוש_בסוכנים_סמויים
530,שימוש בתחבולה,1,1,GPT-Free,0,0,0,1,שימוש_בתחבולה
695,שימוש בתמונות להצגת הסם,1,1,Hybrid-Manual,1,0,0,0,שימוש_בתמונות_להצגת_הסם
282,שימוש_עצמי_או_לא,1,1,GPT-Free,0,0,0,1,שימוש_עצמי_או_לא
494,שינוי בתוכנית טיסה,1,1,Hybrid-Manual,1,0,0,0,שינוי_בתוכנית_טיסה
650,שיתוף פעולה עם גורמים נוספים,1,1,Hybrid-Full,0,1,0,0,שיתוף_פעולה_עם_גורמים_נוספים
1168,שיתוף_פעולה_עם_המשטרה,1,1,GPT-Free,0,0,0,1,שיתוף_פעולה_עם_המשטרה
556,שכירות המתחם,1,1,GPT-Free,0,0,0,1,שכירות_המתחם
549,שכירות_לצורך_ביצוע,1,1,GPT-Law,0,0,1,0,שכירות_לצורך_ביצוע
1191,שכירת דירה ייעודית לעבירה,1,1,GPT-Free,0,0,0,1,שכירת_דירה_ייעודית_לעבירה
978,שכר דירה,1,1,Hybrid-Manual,1,0,0,0,שכר_דירה
506,שלב_המעצר,1,1,GPT-Free,0,0,0,1,שלב_המעצר
509,שלב_העבירה,1,1,GPT-Law,0,0,1,0,שלב_העבירה
1149,שלבי ניסיון הסחר בנשק,1,1,GPT-Free,0,0,0,1,שלבי_ניסיון_הסחר_בנשק
489,שלבי_צמיחה_שונים,1,1,GPT-Law,0,0,1,0,שלבי_צמיחה_שונים
536,שליטה_על_המעשה,1,1,GPT-Law,0,0,1,0,שליטה_על_המעשה
345,שם_האחר,1,1,GPT-Law,0,0,1,0,שם_האחר
679,שם המעורב הנוסף,1,1,Hybrid-Manual,1,0,0,0,שם_המעורב_הנוסף
383,שם_המשפיע_העיקרי,1,1,GPT-Law,0,0,1,0,שם_המשפיע_העיקרי
362,שם_הנמען_על_החבילה,1,1,GPT-Law,0,0,1,0,שם_הנמען_על_החבילה
445,שם הסוכן,1,1,Hybrid-Manual,1,0,0,0,שם_הסוכן
663,שם קבוצת טלגראם,1,1,Hybrid-Manual,1,0,0,0,שם_קבוצת_טלגראם
299,שם_שותף_ידוע,1,1,GPT-Free,0,0,0,1,שם_שותף_ידוע
639,שמות כינוי בטלגרם,1,1,Hybrid-Manual,1,0,0,0,שמות_כינוי_בטלגרם
637,שמות כינויים של סוכנים,1,1,Hybrid-Full,0,1,0,0,שמות_כינויים_של_סוכנים
1125,שמות משתמשים בטלגרם,1,1,Hybrid-Full,0,1,0,0,שמות_משתמשים_בטלגרם
323,שמות קונים,1,1,GPT-Free,0,0,0,1,שמות_קונים
623,שמות רוכשים,1,1,GPT-Free,0,0,0,1,שמות_רוכשים
1305,שמות_שותפים,1,1,GPT-Law,0,0,1,0,שמות_שותפים
398,שנת לידה של מאי,1,1,GPT-Free,0,0,0,1,שנת_לידה_של_מאי
1208,שנת לידה של קולט,1,1,GPT-Free,0,0,0,1,שנת_לידה_של_קולט
1474,שעה איומים,1,1,GPT-Free,0,0,0,1,שעה_איומים
495,שעה באישום 1,2,1,GPT-Free,0,0,0,1,שעה_באישום_1 ; שעה_באישום_2
1086,שעת_האירוע,1,1,GPT-Free,0,0,0,1,שעת_האירוע
436,שעת הגעה,1,1,Hybrid-Manual,1,0,0,0,שעת_הגעה
384,שעת החיפוש,1,1,Hybrid-Manual,1,0,0,0,שעת_החיפוש
311,שעת_העסקה_ראשונה,2,1,GPT-Free,0,0,0,1,שעת_העסקה_ראשונה ; שעת_העסקה_שנייה
714,שעת התפיסה,1,1,Hybrid-Full,0,1,0,0,שעת_התפיסה
114,שעת חזרה לישראל,1,1,Hybrid-Full,0,1,0,0,שעת_חזרה_לישראל
1310,שעת תפיסת הסמים,1,1,Hybrid-Full,0,1,0,0,שעת_תפיסת_הסמים
438,תאריך איומים,1,1,GPT-Free,0,0,0,1,תאריך_איומים
226,תאריך באישום 1,2,1,GPT-Free,0,0,0,1,תאריך_באישום_1 ; תאריך_באישום_2
1257,תאריך ביצוע עבירת הסם,1,1,GPT-Free,0,0,0,1,תאריך_ביצוע_עבירת_הסם
347,תאריך גילוי המעבדה,1,1,Hybrid-Manual,1,0,0,0,תאריך_גילוי_המעבדה
284,תאריך הביצוע,1,1,Hybrid-Full,0,1,0,0,תאריך_הביצוע
1440,תאריך החזרה,1,1,Hybrid-Manual,1,0,0,0,תאריך_החזרה
1400,תאריך החיפוש,1,1,Hybrid-Manual,1,0,0,0,תאריך_החיפוש
1426,תאריך_הייבוא,1,1,GPT-Free,0,0,0,1,תאריך_הייבוא
1282,תאריך היציאה,1,1,Hybrid-Manual,1,0,0,0,תאריך_היציאה
1484,תאריך העבירה הנוספת,1,1,Hybrid-Full,0,1,0,0,תאריך_העבירה_הנוספת
684,תאריך_העסקה_ראשונה,1,1,GPT-Free,0,0,0,1,תאריך_העסקה_ראשונה
1352,תאריך_העסקה_שנייה,1,1,GPT-Free,0,0,0,1,תאריך_העסקה_שנייה
605,תאריך_הקשר,1,1,GPT-Free,0,0,0,1,תאריך_הקשר
493,תאריך התפיסה,1,1,Hybrid-Full,0,1,0,0,תאריך_התפיסה
357,תאריך חזרה לארץ,1,1,Hybrid-Full,0,1,0,0,תאריך_חזרה_לארץ
327,תאריך ייבוא הסם,1,1,Hybrid-Manual,1,0,0,0,תאריך_ייבוא_הסם
512,תאריך יציאה לאירופה,1,1,Hybrid-Full,0,1,0,0,תאריך_יציאה_לאירופה
344,תאריך יציאת החבילה ממקסיקו,1,1,Hybrid-Manual,1,0,0,0,תאריך_יציאת_החבילה_ממקסיקו
528,תאריך סיום גידול,1,1,Hybrid-Full,0,1,0,0,תאריך_סיום_גידול
375,תאריך פסילת הנהיגה,1,1,Hybrid-Manual,1,0,0,0,תאריך_פסילת_הנהיגה
620,תאריך רכישת הרכוש הגנוב,1,1,GPT-Free,0,0,0,1,תאריך_רכישת_הרכוש_הגנוב
736,תאריך_שליחת_החבילה,1,1,GPT-Free,0,0,0,1,תאריך_שליחת_החבילה
583,תאריך תחילת גידול,1,1,Hybrid-Full,0,1,0,0,תאריך_תחילת_גידול
1344,תאריך תחילת שכירות הוילה,1,1,Hybrid-Manual,1,0,0,0,תאריך_תחילת_שכירות_הוילה
578,תאריכי_האירועים,1,1,GPT-Free,0,0,0,1,תאריכי_האירועים
1106,תאריכי הטיסות,1,1,Hybrid-Full,0,1,0,0,תאריכי_הטיסות
260,תאריכים ושעות העסקאות,1,1,Hybrid-Full,0,1,0,0,תאריכים_ושעות_העסקאות
572,תגובה_למשטרה,1,1,GPT-Law,0,0,1,0,תגובה_למשטרה
652,תגובת הנאשמת לאי מציאת החבילה,1,1,Hybrid-Full,0,1,0,0,תגובת_הנאשמת_לאי_מציאת_החבילה
741,תחזית לזהות,1,1,Hybrid-Full,0,1,0,0,תחזית_לזהות
487,תיאום מוקדם,1,1,GPT-Free,0,0,0,1,תיאום_מוקדם
207,תיאום פעולה,1,1,Hybrid-Manual,1,0,0,0,תיאום_פעולה
1265,תיאור האקדח,1,1,Hybrid-Full,0,1,0,0,תיאור_האקדח
693,תיאור הציוד,1,1,Hybrid-Manual,1,0,0,0,תיאור_הציוד
828,תיאור פעולת משטרה,1,1,Hybrid-Full,0,1,0,0,תיאור_פעולת_משטרה
491,תיווך,1,1,GPT-Free,0,0,0,1,תיווך
680,תיווך_או_סחר_ישיר,1,1,GPT-Free,0,0,0,1,תיווך_או_סחר_ישיר
361,תיעוד_פעולות_גידול,1,1,GPT-Law,0,0,1,0,תיעוד_פעולות_גידול
642,תיק מצורף,1,1,Hybrid-Manual,1,0,0,0,תיק_מצורף
393,תיק קודם עם פסילה,1,1,Hybrid-Manual,1,0,0,0,תיק_קודם_עם_פסילה
433,תכנון_מוקדם_סחר,1,1,GPT-Law,0,0,1,0,תכנון_מוקדם_סחר
685,תכנון שימוש משותף,1,1,GPT-Free,0,0,0,1,תכנון_שימוש_משותף
477,תמורה_אירוע_1_שקל,2,1,GPT-Law,0,0,1,0,תמורה_אירוע_1_שקל ; תמורה_אירוע_2_שקל
525,תמורה באישום 1,2,1,GPT-Free,0,0,0,1,תמורה_באישום_1 ; תמורה_באישום_2
622,תמורה_בהזדמנות_שנייה_שקלים,1,1,GPT-Free,0,0,0,1,תמורה_בהזדמנות_שנייה_שקלים
382,תמורה_כוללת_בסחר_בשקלים,1,1,GPT-Law,0,0,1,0,תמורה_כוללת_בסחר_בשקלים
322,תמורה_כוללת_שקל,1,1,GPT-Law,0,0,1,0,תמורה_כוללת_שקל
333,תמורה כספית עבור סם,1,1,GPT-Free,0,0,0,1,תמורה_כספית_עבור_סם
283,תמורה לנאשם,1,1,Hybrid-Full,0,1,0,0,תמורה_לנאשם
1465,תמורה_לעמית,1,1,GPT-Law,0,0,1,0,תמורה_לעמית
573,תמורה_מיועדת_לסחר,1,1,GPT-Free,0,0,0,1,תמורה_מיועדת_לסחר
582,תמורה_עבור_הסמים,1,1,GPT-Free,0,0,0,1,תמורה_עבור_הסמים
507,תמורה עבור סם קטאמין,1,1,GPT-Free,0,0,0,1,תמורה_עבור_סם_קטאמין
829,תמורה עבור קטנוע גנוב,1,1,GPT-Free,0,0,0,1,תמורה_עבור_קטנוע_גנוב
673,תמורה עבור תיווך,1,1,GPT-Free,0,0,0,1,תמורה_עבור_תיווך
1206,תמורה_עסקה_1_שח,2,1,GPT-Law,0,0,1,0,תמורה_עסקה_1_שח ; תמורה_עסקה_2_שח
414,תמורה_שהתקבלה,1,1,GPT-Law,0,0,1,0,תמורה_שהתקבלה
1420,תפקיד הסוכן המשטרתי,1,1,Hybrid-Manual,1,0,0,0,תפקיד_הסוכן_המשטרתי
266,תפקיד נוסף,1,1,Hybrid-Full,0,1,0,0,תפקיד_נוסף
755,תקופת החזקה בסמים,1,1,GPT-Free,0,0,0,1,תקופת_החזקה_בסמים
644,תקופת_הסחר,1,1,GPT-Law,0,0,1,0,תקופת_הסחר
659,תקשורת בין הצדדים,1,1,GPT-Free,0,0,0,1,תקשורת_בין_הצדדים
200,תקשורת דיגיטלית,1,1,Hybrid-Manual,1,0,0,0,תקשורת_דיגיטלית
657,תקשורת עם המעביר,1,1,Hybrid-Manual,1,0,0,0,תקשורת_עם_המעביר
577,תקשורת עם הסוכן,1,1,Hybrid-Full,0,1,0,0,תקשורת_עם_הסוכן
1256,תשלום עבור העבירה,1,1,Hybrid-Full,0,1,0,0,תשלום_עבור_העבירה
180,תשלום עבור שירותים,1,1,Hybrid-Manual,1,0,0,0,תשלום_עבור_שירותים
